Timestamp,Consent Form,Age,Gender,Do you hold a valid driving license?,Years Driving.,How often (in days) do you drive in a week?,Rough estimate of kilometers driven. (Lifetime),What speed range (in km/h) do you consider as 𝘀𝗹𝗼𝘄 in an urban city setting?,What speed range (in km/h) do you consider as 𝗺𝗼𝗱𝗲𝗿𝗮𝘁𝗲 in an urban city setting?,What speed range (in km/h) do you consider as 𝗳𝗮𝘀𝘁 in an urban city setting?,Have you ever been involved in a traffic light intersection accident?,You have read the texts above and understands that you are approaching a yellow traffic light intersection.,"Sunny, minimal traffic. Roughly 1 cars' length to the intersection. [Fast]","Sunny, minimal traffic. Roughly 1 cars' length to the intersection. [Moderate]","Sunny, minimal traffic. Roughly 1 cars' length to the intersection. [Slow]","Sunny, high traffic. Roughly 1 cars' length to the intersection. [Fast]","Sunny, high traffic. Roughly 1 cars' length to the intersection. [Moderate]","Sunny, high traffic. Roughly 1 cars' length to the intersection. [Slow]","Sunny, high traffic. Roughly 2 cars' length to the intersection. [Fast]","Sunny, high traffic. Roughly 2 cars' length to the intersection. [Moderate]","Sunny, high traffic. Roughly 2 cars' length to the intersection. [Slow]","Rainy day, minimal traffic. Roughly 1 cars' length to the intersection.  [Fast]","Rainy day, minimal traffic. Roughly 1 cars' length to the intersection.  [Moderate]","Rainy day, minimal traffic. Roughly 1 cars' length to the intersection.  [Slow]","Rainy day, high traffic. Roughly 1 cars' length to the intersection. [Fast]","Rainy day, high traffic. Roughly 1 cars' length to the intersection. [Moderate]","Rainy day, high traffic. Roughly 1 cars' length to the intersection. [Slow]","Sunny, high traffic. Roughly 0.5 cars' length to the intersection. The cars ahead of you are running the yellow light.  [Fast]","Sunny, high traffic. Roughly 0.5 cars' length to the intersection. The cars ahead of you are running the yellow light.  [Moderate]","Sunny, high traffic. Roughly 0.5 cars' length to the intersection. The cars ahead of you are running the yellow light.  [Slow]","Sunny, high traffic. Roughly 2 cars' length to the intersection. The cars ahead of you are running the yellow light.  [Fast]","Sunny, high traffic. Roughly 2 cars' length to the intersection. The cars ahead of you are running the yellow light.  [Moderate]","Sunny, high traffic. Roughly 2 cars' length to the intersection. The cars ahead of you are running the yellow light.  [Slow]","Night, minimal traffic. Roughly 1 cars' length to the intersection. [Fast]","Night, minimal traffic. Roughly 1 cars' length to the intersection. [Moderate]","Night, minimal traffic. Roughly 1 cars' length to the intersection. [Slow]","Night, high traffic. Roughly 1 cars' length to the intersection. [Fast]","Night, high traffic. Roughly 1 cars' length to the intersection. [Moderate]","Night, high traffic. Roughly 1 cars' length to the intersection. [Slow]","Night, minimal traffic. Roughly 2 cars' length to the intersection. [Fast]","Night, minimal traffic. Roughly 2 cars' length to the intersection. [Moderate]","Night, minimal traffic. Roughly 2 cars' length to the intersection. [Slow]","Rainy night, minimal traffic. Roughly 1 cars' length to the intersection. [Fast]","Rainy night, minimal traffic. Roughly 1 cars' length to the intersection. [Moderate]","Rainy night, minimal traffic. Roughly 1 cars' length to the intersection. [Slow]","Rainy night, high traffic. Roughly 1 cars' length to the intersection. [Fast]","Rainy night, high traffic. Roughly 1 cars' length to the intersection. [Moderate]","Rainy night, high traffic. Roughly 1 cars' length to the intersection. [Slow]","Traffic light with countdown timer, 3 seconds for yellow light. Sunny, high traffic. Roughly 2 cars' length to the intersection.  [Fast]","Traffic light with countdown timer, 3 seconds for yellow light. Sunny, high traffic. Roughly 2 cars' length to the intersection.  [Moderate]","Traffic light with countdown timer, 3 seconds for yellow light. Sunny, high traffic. Roughly 2 cars' length to the intersection.  [Slow]","Traffic light with countdown timer, 3 seconds for yellow light. Sunny, high traffic. Roughly 1 cars' length to the intersection.  [Fast]","Traffic light with countdown timer, 3 seconds for yellow light. Sunny, high traffic. Roughly 1 cars' length to the intersection.  [Moderate]","Traffic light with countdown timer, 3 seconds for yellow light. Sunny, high traffic. Roughly 1 cars' length to the intersection.  [Slow]"
6/3/2022 22:29:34,"1.    I would like to give consent to participate in the study described in the Participant Information Sheet provided with this form., 2.    I understand that my participation will not prejudice my future relationship with Sunway University, Malaysia. I understand that I am free to withdraw consent and discontinue my participation at any time without prejudice., 3.    I understand that any information that is obtained in connection with this study and which can be identified with myself will remain confidential and will be disclosed only with my permission or except as required by law. I consent to participate in this study and I agree that my responses may be used for further studies, but that my personal information (such as name) will remain confidential. I agree that research data gathered from the results of this study may be published or provided to other researchers, provided that I cannot be identified., 4.    I understand that if I have any questions relating to my participation in this research, I may contact Yan Yi Cheng (email: 17109505@imail.sunway.edu.my)., 5.    I understand the purpose of this study and what is being asked of me, and that I can stop participating at any time. With this understanding, I agree to take part in this research.",19,Male,Yes,2,3 to 5 days,<10000 km,10-30,30-60,60-90,No,Yes,Accelerate,Accelerate,Accelerate,Accelerate,Accelerate,Accelerate,Accelerate,Accelerate,Accelerate,Accelerate,Brake,Brake,Accelerate,Brake,Brake,Accelerate,Accelerate,Accelerate,Accelerate,Accelerate,Accelerate,Accelerate,Accelerate,Accelerate,Accelerate,Accelerate,Accelerate,Accelerate,Accelerate,Accelerate,Brake,Brake,Brake,Brake,Brake,Brake,Accelerate,Accelerate,Accelerate,Accelerate,Accelerate,Accelerate
6/3/2022 22:30:47,"1.    I would like to give consent to participate in the study described in the Participant Information Sheet provided with this form., 2.    I understand that my participation will not prejudice my future relationship with Sunway University, Malaysia. I understand that I am free to withdraw consent and discontinue my participation at any time without prejudice., 3.    I understand that any information that is obtained in connection with this study and which can be identified with myself will remain confidential and will be disclosed only with my permission or except as required by law. I consent to participate in this study and I agree that my responses may be used for further studies, but that my personal information (such as name) will remain confidential. I agree that research data gathered from the results of this study may be published or provided to other researchers, provided that I cannot be identified., 4.    I understand that if I have any questions relating to my participation in this research, I may contact Yan Yi Cheng (email: 17109505@imail.sunway.edu.my)., 5.    I understand the purpose of this study and what is being asked of me, and that I can stop participating at any time. With this understanding, I agree to take part in this research.",18,Male,Yes,1,6 to 7 days,<10000 km,10-20,20-40,40-60,Yes,Yes,Accelerate,Accelerate,Brake,Accelerate,Accelerate,Accelerate,Accelerate,Accelerate,Accelerate,Brake,Brake,Brake,Brake,Brake,Brake,Accelerate,Accelerate,Accelerate,Accelerate,Accelerate,Accelerate,Accelerate,Accelerate,Accelerate,Accelerate,Accelerate,Accelerate,Accelerate,Accelerate,Accelerate,Brake,Brake,Brake,Brake,Brake,Brake,Accelerate,Brake,Brake,Accelerate,Accelerate,Accelerate
6/3/2022 23:00:33,"1.    I would like to give consent to participate in the study described in the Participant Information Sheet provided with this form., 2.    I understand that my participation will not prejudice my future relationship with Sunway University, Malaysia. I understand that I am free to withdraw consent and discontinue my participation at any time without prejudice., 3.    I understand that any information that is obtained in connection with this study and which can be identified with myself will remain confidential and will be disclosed only with my permission or except as required by law. I consent to participate in this study and I agree that my responses may be used for further studies, but that my personal information (such as name) will remain confidential. I agree that research data gathered from the results of this study may be published or provided to other researchers, provided that I cannot be identified., 4.    I understand that if I have any questions relating to my participation in this research, I may contact Yan Yi Cheng (email: 17109505@imail.sunway.edu.my)., 5.    I understand the purpose of this study and what is being asked of me, and that I can stop participating at any time. With this understanding, I agree to take part in this research.",30,Male,Yes,2,0 to 2 days,<10000 km,20-30,30-60,60-90,Yes,Yes,Accelerate,Accelerate,Brake,Accelerate,Brake,Brake,Brake,Brake,Brake,Accelerate,Brake,Brake,Brake,Brake,Brake,Accelerate,Brake,Brake,Accelerate,Brake,Brake,Accelerate,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Accelerate,Brake,Brake
6/3/2022 23:28:53,"1.    I would like to give consent to participate in the study described in the Participant Information Sheet provided with this form., 2.    I understand that my participation will not prejudice my future relationship with Sunway University, Malaysia. I understand that I am free to withdraw consent and discontinue my participation at any time without prejudice., 3.    I understand that any information that is obtained in connection with this study and which can be identified with myself will remain confidential and will be disclosed only with my permission or except as required by law. I consent to participate in this study and I agree that my responses may be used for further studies, but that my personal information (such as name) will remain confidential. I agree that research data gathered from the results of this study may be published or provided to other researchers, provided that I cannot be identified., 4.    I understand that if I have any questions relating to my participation in this research, I may contact Yan Yi Cheng (email: 17109505@imail.sunway.edu.my)., 5.    I understand the purpose of this study and what is being asked of me, and that I can stop participating at any time. With this understanding, I agree to take part in this research.",49,Female,Yes,30,6 to 7 days,>100000 km,50-60,80-90,100-120,No,Yes,Accelerate,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Accelerate,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Accelerate,Accelerate,Brake,Accelerate,Brake,Brake
6/4/2022 2:33:28,"1.    I would like to give consent to participate in the study described in the Participant Information Sheet provided with this form., 2.    I understand that my participation will not prejudice my future relationship with Sunway University, Malaysia. I understand that I am free to withdraw consent and discontinue my participation at any time without prejudice., 3.    I understand that any information that is obtained in connection with this study and which can be identified with myself will remain confidential and will be disclosed only with my permission or except as required by law. I consent to participate in this study and I agree that my responses may be used for further studies, but that my personal information (such as name) will remain confidential. I agree that research data gathered from the results of this study may be published or provided to other researchers, provided that I cannot be identified., 4.    I understand that if I have any questions relating to my participation in this research, I may contact Yan Yi Cheng (email: 17109505@imail.sunway.edu.my)., 5.    I understand the purpose of this study and what is being asked of me, and that I can stop participating at any time. With this understanding, I agree to take part in this research.",25,Female,Yes,8,6 to 7 days,>100000 km,0-50,50-60,60-110,No,Yes,Accelerate,Brake,Brake,Accelerate,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Accelerate,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake
6/4/2022 10:22:04,"1.    I would like to give consent to participate in the study described in the Participant Information Sheet provided with this form., 2.    I understand that my participation will not prejudice my future relationship with Sunway University, Malaysia. I understand that I am free to withdraw consent and discontinue my participation at any time without prejudice., 3.    I understand that any information that is obtained in connection with this study and which can be identified with myself will remain confidential and will be disclosed only with my permission or except as required by law. I consent to participate in this study and I agree that my responses may be used for further studies, but that my personal information (such as name) will remain confidential. I agree that research data gathered from the results of this study may be published or provided to other researchers, provided that I cannot be identified., 4.    I understand that if I have any questions relating to my participation in this research, I may contact Yan Yi Cheng (email: 17109505@imail.sunway.edu.my)., 5.    I understand the purpose of this study and what is being asked of me, and that I can stop participating at any time. With this understanding, I agree to take part in this research.",27,Female,Yes,10,6 to 7 days,10000- 50000 km,40-60,60-80,120-140,No,Yes,Accelerate,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Accelerate,Accelerate,Accelerate,Accelerate,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake
6/4/2022 10:56:21,"1.    I would like to give consent to participate in the study described in the Participant Information Sheet provided with this form., 2.    I understand that my participation will not prejudice my future relationship with Sunway University, Malaysia. I understand that I am free to withdraw consent and discontinue my participation at any time without prejudice., 3.    I understand that any information that is obtained in connection with this study and which can be identified with myself will remain confidential and will be disclosed only with my permission or except as required by law. I consent to participate in this study and I agree that my responses may be used for further studies, but that my personal information (such as name) will remain confidential. I agree that research data gathered from the results of this study may be published or provided to other researchers, provided that I cannot be identified., 4.    I understand that if I have any questions relating to my participation in this research, I may contact Yan Yi Cheng (email: 17109505@imail.sunway.edu.my)., 5.    I understand the purpose of this study and what is being asked of me, and that I can stop participating at any time. With this understanding, I agree to take part in this research.",22,Female,Yes,5,0 to 2 days,>100000 km,30-45,60-70,120-200,No,Yes,Accelerate,Brake,Brake,Accelerate,Brake,Accelerate,Accelerate,Accelerate,Brake,Brake,Brake,Accelerate,Brake,Brake,Accelerate,Brake,Brake,Accelerate,Brake,Accelerate,Accelerate,Brake,Accelerate,Accelerate,Brake,Accelerate,Accelerate,Brake,Accelerate,Accelerate,Brake,Accelerate,Accelerate,Brake,Brake,Accelerate,Brake,Accelerate,Accelerate,Accelerate,Brake,Brake
6/4/2022 11:08:31,"1.    I would like to give consent to participate in the study described in the Participant Information Sheet provided with this form., 2.    I understand that my participation will not prejudice my future relationship with Sunway University, Malaysia. I understand that I am free to withdraw consent and discontinue my participation at any time without prejudice., 3.    I understand that any information that is obtained in connection with this study and which can be identified with myself will remain confidential and will be disclosed only with my permission or except as required by law. I consent to participate in this study and I agree that my responses may be used for further studies, but that my personal information (such as name) will remain confidential. I agree that research data gathered from the results of this study may be published or provided to other researchers, provided that I cannot be identified., 4.    I understand that if I have any questions relating to my participation in this research, I may contact Yan Yi Cheng (email: 17109505@imail.sunway.edu.my)., 5.    I understand the purpose of this study and what is being asked of me, and that I can stop participating at any time. With this understanding, I agree to take part in this research.",23,Female,Yes,5,3 to 5 days,10000- 50000 km,60-65,80-110,110-140,No,Yes,Accelerate,Brake,Brake,Accelerate,Brake,Brake,Accelerate,Brake,Brake,Accelerate,Accelerate,Brake,Brake,Brake,Brake,Accelerate,Brake,Brake,Accelerate,Brake,Brake,Accelerate,Brake,Brake,Brake,Brake,Brake,Accelerate,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Accelerate,Brake,Brake,Accelerate,Brake,Brake
6/4/2022 11:33:14,"1.    I would like to give consent to participate in the study described in the Participant Information Sheet provided with this form., 2.    I understand that my participation will not prejudice my future relationship with Sunway University, Malaysia. I understand that I am free to withdraw consent and discontinue my participation at any time without prejudice., 3.    I understand that any information that is obtained in connection with this study and which can be identified with myself will remain confidential and will be disclosed only with my permission or except as required by law. I consent to participate in this study and I agree that my responses may be used for further studies, but that my personal information (such as name) will remain confidential. I agree that research data gathered from the results of this study may be published or provided to other researchers, provided that I cannot be identified., 4.    I understand that if I have any questions relating to my participation in this research, I may contact Yan Yi Cheng (email: 17109505@imail.sunway.edu.my)., 5.    I understand the purpose of this study and what is being asked of me, and that I can stop participating at any time. With this understanding, I agree to take part in this research.",26,Male,Yes,4,6 to 7 days,10000- 50000 km,20-40,45-70,75-90,No,Yes,Accelerate,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake
6/4/2022 11:39:50,"1.    I would like to give consent to participate in the study described in the Participant Information Sheet provided with this form., 2.    I understand that my participation will not prejudice my future relationship with Sunway University, Malaysia. I understand that I am free to withdraw consent and discontinue my participation at any time without prejudice., 3.    I understand that any information that is obtained in connection with this study and which can be identified with myself will remain confidential and will be disclosed only with my permission or except as required by law. I consent to participate in this study and I agree that my responses may be used for further studies, but that my personal information (such as name) will remain confidential. I agree that research data gathered from the results of this study may be published or provided to other researchers, provided that I cannot be identified., 4.    I understand that if I have any questions relating to my participation in this research, I may contact Yan Yi Cheng (email: 17109505@imail.sunway.edu.my)., 5.    I understand the purpose of this study and what is being asked of me, and that I can stop participating at any time. With this understanding, I agree to take part in this research.",27,Female,Yes,10,3 to 5 days,10000- 50000 km,20-30,40-60,70-100,No,Yes,Accelerate,Brake,Brake,Accelerate,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Accelerate,Brake,Brake,Brake,Brake,Brake,Accelerate,Brake,Brake,Accelerate,Brake,Brake,Accelerate,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Accelerate,Brake,Brake,Accelerate,Brake,Brake
6/4/2022 12:01:07,"1.    I would like to give consent to participate in the study described in the Participant Information Sheet provided with this form., 2.    I understand that my participation will not prejudice my future relationship with Sunway University, Malaysia. I understand that I am free to withdraw consent and discontinue my participation at any time without prejudice., 3.    I understand that any information that is obtained in connection with this study and which can be identified with myself will remain confidential and will be disclosed only with my permission or except as required by law. I consent to participate in this study and I agree that my responses may be used for further studies, but that my personal information (such as name) will remain confidential. I agree that research data gathered from the results of this study may be published or provided to other researchers, provided that I cannot be identified., 4.    I understand that if I have any questions relating to my participation in this research, I may contact Yan Yi Cheng (email: 17109505@imail.sunway.edu.my)., 5.    I understand the purpose of this study and what is being asked of me, and that I can stop participating at any time. With this understanding, I agree to take part in this research.",22,Female,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/4/2022 13:55:23,"1.    I would like to give consent to participate in the study described in the Participant Information Sheet provided with this form., 2.    I understand that my participation will not prejudice my future relationship with Sunway University, Malaysia. I understand that I am free to withdraw consent and discontinue my participation at any time without prejudice., 3.    I understand that any information that is obtained in connection with this study and which can be identified with myself will remain confidential and will be disclosed only with my permission or except as required by law. I consent to participate in this study and I agree that my responses may be used for further studies, but that my personal information (such as name) will remain confidential. I agree that research data gathered from the results of this study may be published or provided to other researchers, provided that I cannot be identified., 4.    I understand that if I have any questions relating to my participation in this research, I may contact Yan Yi Cheng (email: 17109505@imail.sunway.edu.my)., 5.    I understand the purpose of this study and what is being asked of me, and that I can stop participating at any time. With this understanding, I agree to take part in this research.",24,Male,Yes,3,0 to 2 days,<10000 km,20-40,40-65,70-90,No,Yes,Brake,Accelerate,Brake,Accelerate,Brake,Accelerate,Brake,Brake,Accelerate,Brake,Accelerate,Accelerate,Brake,Brake,Accelerate,Brake,Accelerate,Brake,Brake,Accelerate,Accelerate,Accelerate,Brake,Brake,Accelerate,Brake,Brake,Brake,Brake,Brake,Accelerate,Accelerate,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake
6/4/2022 14:24:21,"1.    I would like to give consent to participate in the study described in the Participant Information Sheet provided with this form., 2.    I understand that my participation will not prejudice my future relationship with Sunway University, Malaysia. I understand that I am free to withdraw consent and discontinue my participation at any time without prejudice., 3.    I understand that any information that is obtained in connection with this study and which can be identified with myself will remain confidential and will be disclosed only with my permission or except as required by law. I consent to participate in this study and I agree that my responses may be used for further studies, but that my personal information (such as name) will remain confidential. I agree that research data gathered from the results of this study may be published or provided to other researchers, provided that I cannot be identified., 4.    I understand that if I have any questions relating to my participation in this research, I may contact Yan Yi Cheng (email: 17109505@imail.sunway.edu.my)., 5.    I understand the purpose of this study and what is being asked of me, and that I can stop participating at any time. With this understanding, I agree to take part in this research.",22,Female,Yes,4,0 to 2 days,10000- 50000 km,20-50,60-80,100-200,No,Yes,Brake,Accelerate,Accelerate,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Accelerate,Accelerate,Brake,Accelerate,Accelerate,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake
6/4/2022 15:08:00,"1.    I would like to give consent to participate in the study described in the Participant Information Sheet provided with this form., 2.    I understand that my participation will not prejudice my future relationship with Sunway University, Malaysia. I understand that I am free to withdraw consent and discontinue my participation at any time without prejudice., 3.    I understand that any information that is obtained in connection with this study and which can be identified with myself will remain confidential and will be disclosed only with my permission or except as required by law. I consent to participate in this study and I agree that my responses may be used for further studies, but that my personal information (such as name) will remain confidential. I agree that research data gathered from the results of this study may be published or provided to other researchers, provided that I cannot be identified., 4.    I understand that if I have any questions relating to my participation in this research, I may contact Yan Yi Cheng (email: 17109505@imail.sunway.edu.my)., 5.    I understand the purpose of this study and what is being asked of me, and that I can stop participating at any time. With this understanding, I agree to take part in this research.",22,Female,Yes,4,0 to 2 days,10000- 50000 km,20-45,40-70,90-110,Yes,Yes,Brake,Brake,Accelerate,Brake,Brake,Accelerate,Accelerate,Accelerate,Brake,Accelerate,Accelerate,Brake,Accelerate,Accelerate,Brake,Accelerate,Accelerate,Brake,Brake,Accelerate,Accelerate,Accelerate,Accelerate,Brake,Brake,Accelerate,Accelerate,Accelerate,Brake,Brake,Brake,Accelerate,Accelerate,Accelerate,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake
6/4/2022 16:53:57,"1.    I would like to give consent to participate in the study described in the Participant Information Sheet provided with this form., 2.    I understand that my participation will not prejudice my future relationship with Sunway University, Malaysia. I understand that I am free to withdraw consent and discontinue my participation at any time without prejudice., 3.    I understand that any information that is obtained in connection with this study and which can be identified with myself will remain confidential and will be disclosed only with my permission or except as required by law. I consent to participate in this study and I agree that my responses may be used for further studies, but that my personal information (such as name) will remain confidential. I agree that research data gathered from the results of this study may be published or provided to other researchers, provided that I cannot be identified., 4.    I understand that if I have any questions relating to my participation in this research, I may contact Yan Yi Cheng (email: 17109505@imail.sunway.edu.my)., 5.    I understand the purpose of this study and what is being asked of me, and that I can stop participating at any time. With this understanding, I agree to take part in this research.",21,Male,Yes,3,6 to 7 days,50000 - 100000 km,20-40,50-70,90-120,No,Yes,Accelerate,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Accelerate,Accelerate,Brake,Brake,Brake,Brake,Accelerate,Accelerate,Brake,Brake,Brake,Brake,Accelerate,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Accelerate,Accelerate,Brake
6/4/2022 17:04:30,"1.    I would like to give consent to participate in the study described in the Participant Information Sheet provided with this form., 2.    I understand that my participation will not prejudice my future relationship with Sunway University, Malaysia. I understand that I am free to withdraw consent and discontinue my participation at any time without prejudice., 3.    I understand that any information that is obtained in connection with this study and which can be identified with myself will remain confidential and will be disclosed only with my permission or except as required by law. I consent to participate in this study and I agree that my responses may be used for further studies, but that my personal information (such as name) will remain confidential. I agree that research data gathered from the results of this study may be published or provided to other researchers, provided that I cannot be identified., 4.    I understand that if I have any questions relating to my participation in this research, I may contact Yan Yi Cheng (email: 17109505@imail.sunway.edu.my)., 5.    I understand the purpose of this study and what is being asked of me, and that I can stop participating at any time. With this understanding, I agree to take part in this research.",22,Female,Yes,5,3 to 5 days,10000- 50000 km,30-60,80-100,140-200,No,Yes,Brake,Brake,Accelerate,Brake,Brake,Brake,Brake,Brake,Accelerate,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Accelerate,Accelerate,Accelerate,Accelerate,Brake,Brake
6/4/2022 17:41:43,"1.    I would like to give consent to participate in the study described in the Participant Information Sheet provided with this form., 2.    I understand that my participation will not prejudice my future relationship with Sunway University, Malaysia. I understand that I am free to withdraw consent and discontinue my participation at any time without prejudice., 3.    I understand that any information that is obtained in connection with this study and which can be identified with myself will remain confidential and will be disclosed only with my permission or except as required by law. I consent to participate in this study and I agree that my responses may be used for further studies, but that my personal information (such as name) will remain confidential. I agree that research data gathered from the results of this study may be published or provided to other researchers, provided that I cannot be identified., 4.    I understand that if I have any questions relating to my participation in this research, I may contact Yan Yi Cheng (email: 17109505@imail.sunway.edu.my)., 5.    I understand the purpose of this study and what is being asked of me, and that I can stop participating at any time. With this understanding, I agree to take part in this research.",23,Female,Yes,5,6 to 7 days,10000- 50000 km,20-40,40-60,60-100,No,Yes,Brake,Accelerate,Brake,Brake,Accelerate,Accelerate,Brake,Accelerate,Brake,Brake,Accelerate,Brake,Brake,Accelerate,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Accelerate,Brake,Brake,Accelerate,Brake,Brake,Accelerate,Brake,Brake,Accelerate,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake
6/4/2022 18:06:43,"1.    I would like to give consent to participate in the study described in the Participant Information Sheet provided with this form., 2.    I understand that my participation will not prejudice my future relationship with Sunway University, Malaysia. I understand that I am free to withdraw consent and discontinue my participation at any time without prejudice., 3.    I understand that any information that is obtained in connection with this study and which can be identified with myself will remain confidential and will be disclosed only with my permission or except as required by law. I consent to participate in this study and I agree that my responses may be used for further studies, but that my personal information (such as name) will remain confidential. I agree that research data gathered from the results of this study may be published or provided to other researchers, provided that I cannot be identified., 4.    I understand that if I have any questions relating to my participation in this research, I may contact Yan Yi Cheng (email: 17109505@imail.sunway.edu.my)., 5.    I understand the purpose of this study and what is being asked of me, and that I can stop participating at any time. With this understanding, I agree to take part in this research.",21,Female,Yes,1,0 to 2 days,<10000 km,10-30,40-70,70-120,No,Yes,Brake,Brake,Accelerate,Brake,Brake,Accelerate,Brake,Accelerate,Brake,Brake,Brake,Accelerate,Brake,Brake,Accelerate,Brake,Brake,Brake,Brake,Accelerate,Brake,Brake,Brake,Accelerate,Brake,Brake,Accelerate,Accelerate,Accelerate,Brake,Brake,Brake,Accelerate,Brake,Brake,Brake,Accelerate,Accelerate,Brake,Brake,Accelerate,Accelerate
6/4/2022 19:18:57,"1.    I would like to give consent to participate in the study described in the Participant Information Sheet provided with this form., 2.    I understand that my participation will not prejudice my future relationship with Sunway University, Malaysia. I understand that I am free to withdraw consent and discontinue my participation at any time without prejudice., 3.    I understand that any information that is obtained in connection with this study and which can be identified with myself will remain confidential and will be disclosed only with my permission or except as required by law. I consent to participate in this study and I agree that my responses may be used for further studies, but that my personal information (such as name) will remain confidential. I agree that research data gathered from the results of this study may be published or provided to other researchers, provided that I cannot be identified., 4.    I understand that if I have any questions relating to my participation in this research, I may contact Yan Yi Cheng (email: 17109505@imail.sunway.edu.my)., 5.    I understand the purpose of this study and what is being asked of me, and that I can stop participating at any time. With this understanding, I agree to take part in this research.",26,Male,Yes,8,6 to 7 days,50000 - 100000 km,20-40,40-70,70-100,No,Yes,Accelerate,Accelerate,Accelerate,Brake,Accelerate,Accelerate,Brake,Brake,Brake,Brake,Accelerate,Accelerate,Brake,Brake,Brake,Brake,Accelerate,Brake,Brake,Brake,Brake,Brake,Accelerate,Accelerate,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Brake,Accelerate,Brake,Accelerate,Accelerate,Brake
6/4/2022 20:19:29,"1.    I would like to give consent to participate in the study described in the Participant Information Sheet provided with this form., 2.    I understand that my participation will not prejudice my future relationship with Sunway University, Malaysia. I understand that I am free to withdraw consent and discontinue my participation at any time without prejudice., 3.    I understand that any information that is obtained in connection with this study and which can be identified with myself will remain confidential and will be disclosed only with my permission or except as required by law. I consent to participate in this study and I agree that my responses may be used for further studies, but that my personal information (such as name) will remain confidential. I agree that research data gathered from the results of this study may be published or provided to other researchers, provided that I cannot be identified., 4.    I understand that if I have any questions relating to my participation in this research, I may contact Yan Yi Cheng (email: 17109505@imail.sunway.edu.my)., 5.    I understand the purpose of this study and what is being asked of me, and that I can stop participating at any time. With this understanding, I agree to take part in this research.",25,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
